filename,width,height,class,xmin,ymin,xmax,ymax
86.jpg,736,552,tire,22,261,157,342
88.jpg,450,320,tire,43,104,232,238
88.jpg,450,320,tire,218,151,403,240
88.jpg,450,320,tire,175,65,349,175
9.jpg,728,485,tire,134,11,631,466
92.jpg,480,625,tire,17,68,458,511
95.jpg,728,485,tire,196,55,669,476
97.jpg,721,420,tire,540,318,717,420
97.jpg,721,420,tire,277,251,480,420
97.jpg,721,420,tire,61,263,211,420
97.jpg,721,420,tire,1,244,90,413
97.jpg,721,420,tire,7,106,184,269
97.jpg,721,420,tire,27,69,174,206
97.jpg,721,420,tire,168,40,337,185
97.jpg,721,420,tire,187,174,388,297
97.jpg,721,420,tire,180,256,284,420
97.jpg,721,420,tire,413,122,500,307
97.jpg,721,420,tire,475,148,586,355
97.jpg,721,420,tire,504,97,673,199
97.jpg,721,420,tire,590,55,721,196
97.jpg,721,420,tire,544,1,714,108
97.jpg,721,420,tire,324,29,488,80
97.jpg,721,420,tire,345,79,469,208
97.jpg,721,420,tire,484,1,627,75
tire_10.jpg,266,189,tire,1,6,263,187
tire_100.jpg,275,183,tire,71,36,169,129
tire_103.jpg,259,194,tire,32,95,75,112
tire_103.jpg,259,194,tire,32,108,70,129
tire_103.jpg,259,194,tire,179,51,217,76
tire_103.jpg,259,194,tire,170,69,206,93
tire_103.jpg,259,194,tire,92,80,129,100
tire_103.jpg,259,194,tire,68,64,94,99
tire_103.jpg,259,194,tire,71,81,93,114
tire_103.jpg,259,194,tire,124,80,166,94
tire_103.jpg,259,194,tire,216,96,249,129
tire_104.jpg,280,168,tire,140,55,233,137
tire_104.jpg,280,168,tire,130,90,223,153
tire_104.jpg,280,168,tire,172,29,245,82
tire_105.jpg,257,196,tire,92,73,182,184
tire_106.jpg,321,157,tire,172,96,291,157
tire_106.jpg,321,157,tire,15,69,98,125
tire_106.jpg,321,157,tire,85,96,190,157
tire_106.jpg,321,157,tire,108,71,193,104
tire_106.jpg,321,157,tire,221,25,287,96
tire_106.jpg,321,157,tire,1,78,24,122
tire_106.jpg,321,157,tire,78,64,122,87
tire_106.jpg,321,157,tire,102,43,139,70
tire_106.jpg,321,157,tire,86,31,121,64
tire_106.jpg,321,157,tire,130,34,156,48
tire_106.jpg,321,157,tire,147,54,195,90
tire_107.jpg,275,183,tire,192,137,275,182
tire_107.jpg,275,183,tire,143,115,224,152
tire_107.jpg,275,183,tire,139,147,219,181
tire_107.jpg,275,183,tire,1,120,89,168
tire_107.jpg,275,183,tire,1,84,45,117
tire_107.jpg,275,183,tire,1,59,56,77
tire_107.jpg,275,183,tire,229,74,274,96
tire_107.jpg,275,183,tire,186,92,244,115
tire_107.jpg,275,183,tire,223,109,275,133
tire_107.jpg,275,183,tire,97,94,176,127
tire_108.jpg,276,183,tire,56,130,123,155
tire_108.jpg,276,183,tire,1,80,37,105
tire_108.jpg,276,183,tire,234,141,276,166
tire_108.jpg,276,183,tire,186,163,238,183
tire_108.jpg,276,183,tire,174,141,222,163
tire_108.jpg,276,183,tire,125,137,179,176
tire_108.jpg,276,183,tire,110,130,153,166
tire_108.jpg,276,183,tire,58,153,132,183
tire_108.jpg,276,183,tire,1,140,54,175
tire_108.jpg,276,183,tire,51,115,100,134
tire_109.jpg,311,162,tire,188,111,287,162
tire_109.jpg,311,162,tire,96,16,127,64
tire_109.jpg,311,162,tire,41,118,109,162
tire_110.jpg,275,183,tire,38,42,274,183
tire_110.jpg,275,183,tire,74,1,253,63
tire_114.jpg,1280,853,tire,201,25,1280,852
tire_116.jpg,275,183,tire,125,90,201,167
tire_116.jpg,275,183,tire,102,132,207,183
tire_116.jpg,275,183,tire,1,105,60,183
tire_116.jpg,275,183,tire,48,138,109,174
tire_117.jpg,300,168,tire,196,88,228,105
tire_117.jpg,300,168,tire,240,71,269,85
tire_117.jpg,300,168,tire,61,105,99,122
tire_117.jpg,300,168,tire,22,66,49,89
tire_117.jpg,300,168,tire,49,76,76,91
tire_117.jpg,300,168,tire,72,86,100,100
tire_117.jpg,300,168,tire,93,81,118,96
tire_117.jpg,300,168,tire,113,92,144,104
tire_117.jpg,300,168,tire,116,82,146,93
tire_117.jpg,300,168,tire,85,74,117,86
tire_117.jpg,300,168,tire,166,63,186,77
tire_117.jpg,300,168,tire,144,64,169,78
tire_117.jpg,300,168,tire,123,68,148,79
tire_119.jpg,275,183,tire,30,27,242,182
tire_119.jpg,275,183,tire,1,1,274,145
tire_12.jpg,270,187,tire,211,139,268,174
tire_12.jpg,270,187,tire,43,161,105,187
tire_12.jpg,270,187,tire,58,110,117,142
tire_12.jpg,270,187,tire,115,105,169,135
tire_12.jpg,270,187,tire,169,100,222,129
tire_120.jpg,305,165,tire,142,100,164,115
tire_120.jpg,305,165,tire,231,96,250,113
tire_120.jpg,305,165,tire,224,73,240,86
tire_120.jpg,305,165,tire,183,76,202,88
tire_120.jpg,305,165,tire,191,84,208,98
tire_120.jpg,305,165,tire,194,92,215,110
tire_120.jpg,305,165,tire,213,94,224,117
tire_120.jpg,305,165,tire,37,103,57,110
tire_120.jpg,305,165,tire,45,94,65,105
tire_120.jpg,305,165,tire,29,90,48,102
tire_120.jpg,305,165,tire,63,98,82,108
tire_120.jpg,305,165,tire,77,90,96,103
tire_120.jpg,305,165,tire,88,95,110,109
tire_120.jpg,305,165,tire,102,94,120,108
tire_120.jpg,305,165,tire,106,80,124,93
tire_120.jpg,305,165,tire,90,84,105,96
tire_120.jpg,305,165,tire,77,78,94,90
tire_120.jpg,305,165,tire,77,91,94,101
tire_120.jpg,305,165,tire,15,88,35,97
tire_120.jpg,305,165,tire,200,62,222,80
tire_120.jpg,305,165,tire,271,101,284,111
tire_120.jpg,305,165,tire,257,104,269,112
tire_120.jpg,305,165,tire,248,103,260,115
tire_120.jpg,305,165,tire,153,88,172,103
tire_120.jpg,305,165,tire,171,91,193,107
tire_120.jpg,305,165,tire,133,95,147,106
tire_120.jpg,305,165,tire,4,87,21,100
tire_120.jpg,305,165,tire,58,84,79,94
tire_120.jpg,305,165,tire,156,78,169,87
tire_120.jpg,305,165,tire,118,72,133,84
tire_120.jpg,305,165,tire,104,66,119,80
tire_120.jpg,305,165,tire,183,110,210,119
tire_122.jpg,259,194,tire,212,76,259,135
tire_122.jpg,259,194,tire,197,50,254,95
tire_122.jpg,259,194,tire,157,107,225,156
tire_122.jpg,259,194,tire,78,65,135,114
tire_122.jpg,259,194,tire,128,85,164,116
tire_122.jpg,259,194,tire,150,55,198,102
tire_122.jpg,259,194,tire,165,27,213,59
tire_122.jpg,259,194,tire,195,27,242,63
tire_122.jpg,259,194,tire,123,31,171,48
tire_122.jpg,259,194,tire,133,19,174,35
tire_122.jpg,259,194,tire,73,27,130,69
tire_122.jpg,259,194,tire,42,56,91,102
tire_122.jpg,259,194,tire,21,69,80,116
tire_122.jpg,259,194,tire,33,23,83,47
tire_122.jpg,259,194,tire,29,43,72,58
tire_122.jpg,259,194,tire,3,48,31,76
tire_123.jpg,275,183,tire,189,55,253,131
tire_123.jpg,275,183,tire,173,101,263,163
tire_123.jpg,275,183,tire,11,131,82,183
tire_123.jpg,275,183,tire,66,31,145,107
tire_123.jpg,275,183,tire,58,91,136,132
tire_123.jpg,275,183,tire,63,108,147,153
tire_123.jpg,275,183,tire,142,77,224,131
tire_123.jpg,275,183,tire,166,46,236,72
tire_123.jpg,275,183,tire,114,56,180,97
tire_123.jpg,275,183,tire,12,53,51,88
tire_123.jpg,275,183,tire,29,133,113,183
tire_123.jpg,275,183,tire,150,15,215,56
tire_124.jpg,307,164,tire,127,108,224,151
tire_124.jpg,307,164,tire,1,97,91,163
tire_124.jpg,307,164,tire,124,136,225,164
tire_124.jpg,307,164,tire,20,78,109,129
tire_125.jpg,287,175,tire,2,1,266,175
tire_125.jpg,287,175,tire,28,8,199,111
tire_127.jpg,800,530,tire,557,347,800,526
tire_127.jpg,800,530,tire,330,246,680,474
tire_127.jpg,800,530,tire,222,202,453,322
tire_127.jpg,800,530,tire,166,174,349,264
tire_127.jpg,800,530,tire,122,159,272,232
tire_127.jpg,800,530,tire,105,148,230,187
tire_127.jpg,800,530,tire,168,306,338,429
tire_127.jpg,800,530,tire,172,442,492,530
tire_127.jpg,800,530,tire,1,402,192,528
tire_127.jpg,800,530,tire,16,297,219,406
tire_127.jpg,800,530,tire,69,241,228,309
tire_127.jpg,800,530,tire,1,222,134,307
tire_127.jpg,800,530,tire,1,201,110,268
tire_127.jpg,800,530,tire,28,175,120,233
tire_127.jpg,800,530,tire,1,170,84,223
tire_127.jpg,800,530,tire,722,277,800,340
tire_127.jpg,800,530,tire,614,216,767,297
tire_127.jpg,800,530,tire,702,104,792,178
tire_127.jpg,800,530,tire,458,87,517,145
tire_127.jpg,800,530,tire,457,212,575,272
tire_127.jpg,800,530,tire,349,192,482,247
tire_127.jpg,800,530,tire,538,198,661,256
tire_127.jpg,800,530,tire,471,187,569,225
tire_127.jpg,800,530,tire,370,174,469,209
tire_127.jpg,800,530,tire,325,160,401,190
tire_128.jpg,259,195,tire,73,56,246,195
tire_128.jpg,259,195,tire,54,45,160,179
tire_128.jpg,259,195,tire,10,46,110,173
tire_129.jpg,300,168,tire,41,66,138,160
tire_129.jpg,300,168,tire,211,86,264,138
tire_129.jpg,300,168,tire,65,48,116,65
tire_13.jpg,244,206,tire,93,91,184,161
tire_13.jpg,244,206,tire,56,155,140,206
tire_13.jpg,244,206,tire,67,144,135,191
tire_13.jpg,244,206,tire,54,92,105,121
tire_13.jpg,244,206,tire,184,51,236,94
tire_13.jpg,244,206,tire,205,29,244,67
tire_13.jpg,244,206,tire,179,23,230,49
tire_13.jpg,244,206,tire,208,125,244,168
tire_13.jpg,244,206,tire,196,90,244,118
tire_132.jpg,259,194,tire,132,152,186,189
tire_132.jpg,259,194,tire,174,152,219,175
tire_132.jpg,259,194,tire,162,127,210,150
tire_132.jpg,259,194,tire,178,136,228,155
tire_132.jpg,259,194,tire,114,100,152,133
tire_132.jpg,259,194,tire,88,120,134,157
tire_132.jpg,259,194,tire,109,145,155,163
tire_132.jpg,259,194,tire,5,126,50,146
tire_132.jpg,259,194,tire,29,102,70,133
tire_132.jpg,259,194,tire,41,78,77,107
tire_132.jpg,259,194,tire,66,84,96,102
tire_132.jpg,259,194,tire,77,95,107,120
tire_132.jpg,259,194,tire,66,104,96,124
tire_132.jpg,259,194,tire,75,114,112,132
tire_132.jpg,259,194,tire,49,128,90,144
tire_132.jpg,259,194,tire,40,140,82,155
tire_132.jpg,259,194,tire,69,66,105,84
tire_132.jpg,259,194,tire,57,61,79,86
tire_132.jpg,259,194,tire,153,114,197,131
tire_132.jpg,259,194,tire,135,86,164,107
tire_132.jpg,259,194,tire,214,121,250,147
tire_133.jpg,259,194,tire,12,127,72,170
tire_133.jpg,259,194,tire,25,106,88,129
tire_133.jpg,259,194,tire,122,109,198,186
tire_133.jpg,259,194,tire,201,127,259,182
tire_133.jpg,259,194,tire,179,94,250,137
tire_133.jpg,259,194,tire,214,74,259,128
tire_133.jpg,259,194,tire,167,54,235,85
tire_133.jpg,259,194,tire,175,66,252,101
tire_133.jpg,259,194,tire,134,50,202,87
tire_133.jpg,259,194,tire,114,91,178,127
tire_133.jpg,259,194,tire,107,82,178,105
tire_133.jpg,259,194,tire,226,47,259,74
tire_134.jpg,275,183,tire,145,96,177,129
tire_134.jpg,275,183,tire,184,97,206,127
tire_134.jpg,275,183,tire,227,93,250,127
tire_134.jpg,275,183,tire,216,122,260,139
tire_134.jpg,275,183,tire,215,138,261,153
tire_134.jpg,275,183,tire,215,151,261,165
tire_134.jpg,275,183,tire,219,161,267,182
tire_134.jpg,275,183,tire,175,161,219,177
tire_134.jpg,275,183,tire,173,149,217,163
tire_134.jpg,275,183,tire,174,136,213,150
tire_134.jpg,275,183,tire,174,125,215,137
tire_134.jpg,275,183,tire,139,123,179,139
tire_134.jpg,275,183,tire,136,135,177,151
tire_134.jpg,275,183,tire,137,147,178,162
tire_134.jpg,275,183,tire,137,159,177,176
tire_134.jpg,275,183,tire,60,131,85,164
tire_135.jpg,259,194,tire,1,109,65,164
tire_135.jpg,259,194,tire,66,88,107,135
tire_135.jpg,259,194,tire,132,75,154,103
tire_135.jpg,259,194,tire,150,70,167,92
tire_137.jpg,290,174,tire,226,105,273,132
tire_137.jpg,290,174,tire,196,135,227,168
tire_137.jpg,290,174,tire,162,130,211,165
tire_137.jpg,290,174,tire,179,120,225,148
tire_137.jpg,290,174,tire,260,119,290,157
tire_137.jpg,290,174,tire,114,137,158,166
tire_137.jpg,290,174,tire,74,131,130,171
tire_137.jpg,290,174,tire,74,103,119,132
tire_137.jpg,290,174,tire,33,159,93,174
tire_137.jpg,290,174,tire,1,73,18,98
tire_137.jpg,290,174,tire,40,99,71,128
tire_137.jpg,290,174,tire,198,99,233,118
tire_137.jpg,290,174,tire,156,91,190,116
tire_137.jpg,290,174,tire,108,101,150,120
tire_137.jpg,290,174,tire,124,93,167,114
tire_137.jpg,290,174,tire,86,65,104,76
tire_137.jpg,290,174,tire,69,66,89,76
tire_137.jpg,290,174,tire,55,76,74,90
tire_14.jpg,275,183,tire,46,103,126,177
tire_14.jpg,275,183,tire,150,77,207,138
tire_142.jpg,276,183,tire,163,121,276,172
tire_142.jpg,276,183,tire,85,102,168,133
tire_142.jpg,276,183,tire,158,90,231,114
tire_142.jpg,276,183,tire,101,73,141,91
tire_142.jpg,276,183,tire,8,75,37,85
tire_143.jpg,260,194,tire,186,86,260,168
tire_143.jpg,260,194,tire,111,106,190,177
tire_143.jpg,260,194,tire,44,142,140,194
tire_143.jpg,260,194,tire,1,71,100,166
tire_143.jpg,260,194,tire,105,55,171,111
tire_143.jpg,260,194,tire,153,38,227,96
tire_143.jpg,260,194,tire,125,7,205,77
tire_143.jpg,260,194,tire,219,30,234,49
tire_143.jpg,260,194,tire,72,1,117,68
tire_143.jpg,260,194,tire,12,31,92,66
tire_147.jpg,275,183,tire,63,1,275,180
tire_147.jpg,275,183,tire,113,37,227,105
tire_148.jpg,275,183,tire,206,112,275,150
tire_148.jpg,275,183,tire,159,70,220,127
tire_148.jpg,275,183,tire,226,71,265,110
tire_148.jpg,275,183,tire,52,69,144,174
tire_148.jpg,275,183,tire,1,1,275,117
tire_149.jpg,287,175,tire,1,54,285,175
tire_149.jpg,287,175,tire,60,22,230,127
tire_154.jpg,284,177,tire,236,115,284,165
tire_154.jpg,284,177,tire,118,94,172,120
tire_154.jpg,284,177,tire,58,82,99,99
tire_154.jpg,284,177,tire,21,74,56,86
tire_154.jpg,284,177,tire,1,71,31,80
tire_156.jpg,275,183,tire,1,73,273,183
tire_159.jpg,269,187,tire,33,15,222,186
tire_16.jpg,300,168,tire,131,102,205,162
tire_16.jpg,300,168,tire,182,58,201,114
tire_16.jpg,300,168,tire,31,65,97,126
tire_16.jpg,300,168,tire,222,37,251,47
tire_16.jpg,300,168,tire,222,44,250,52
tire_16.jpg,300,168,tire,219,51,253,61
tire_16.jpg,300,168,tire,219,58,252,68
tire_16.jpg,300,168,tire,218,65,252,73
tire_16.jpg,300,168,tire,216,71,250,78
tire_16.jpg,300,168,tire,172,36,209,44
tire_16.jpg,300,168,tire,172,42,209,50
tire_16.jpg,300,168,tire,171,49,209,55
tire_16.jpg,300,168,tire,172,54,211,63
tire_16.jpg,300,168,tire,20,19,53,27
tire_16.jpg,300,168,tire,20,25,56,31
tire_16.jpg,300,168,tire,21,31,56,37
tire_16.jpg,300,168,tire,20,37,55,41
tire_16.jpg,300,168,tire,21,41,52,47
tire_16.jpg,300,168,tire,18,47,56,53
tire_16.jpg,300,168,tire,1,22,17,32
tire_16.jpg,300,168,tire,59,64,109,116
tire_160.jpg,274,184,tire,164,81,245,139
tire_160.jpg,274,184,tire,10,93,92,158
tire_164.jpg,1300,866,tire,1,1,1021,755
tire_166.jpg,266,189,tire,134,113,242,179
tire_166.jpg,266,189,tire,159,89,266,159
tire_166.jpg,266,189,tire,210,27,228,52
tire_166.jpg,266,189,tire,203,49,231,64
tire_166.jpg,266,189,tire,219,35,243,48
tire_167.jpg,270,186,tire,8,12,145,141
tire_168.jpg,259,194,tire,55,44,253,194
tire_169.jpg,259,194,tire,130,135,215,185
tire_169.jpg,259,194,tire,36,112,109,161
tire_169.jpg,259,194,tire,1,132,61,172
tire_169.jpg,259,194,tire,154,86,199,136
tire_169.jpg,259,194,tire,127,86,178,139
tire_169.jpg,259,194,tire,152,61,194,98
tire_169.jpg,259,194,tire,184,72,229,125
tire_169.jpg,259,194,tire,1,90,26,122
tire_169.jpg,259,194,tire,22,75,53,99
tire_169.jpg,259,194,tire,43,78,78,114
tire_169.jpg,259,194,tire,55,75,91,104
tire_169.jpg,259,194,tire,83,91,114,127
tire_169.jpg,259,194,tire,192,119,247,157
tire_169.jpg,259,194,tire,125,64,153,84
tire_17.jpg,287,175,tire,13,2,148,149
tire_17.jpg,287,175,tire,81,20,199,140
tire_17.jpg,287,175,tire,176,25,253,107
tire_17.jpg,287,175,tire,1,34,36,108
tire_172.jpg,259,194,tire,235,83,259,109
tire_172.jpg,259,194,tire,203,82,233,102
tire_172.jpg,259,194,tire,176,80,201,98
tire_173.jpg,261,193,tire,73,1,226,163
tire_174.jpg,768,495,tire,166,113,643,494
tire_174.jpg,768,495,tire,1,167,278,480
tire_175.jpg,268,188,tire,126,42,210,76
tire_175.jpg,268,188,tire,50,42,100,87
tire_175.jpg,268,188,tire,70,105,141,166
tire_175.jpg,268,188,tire,116,147,241,188
tire_175.jpg,268,188,tire,26,166,121,188
tire_175.jpg,268,188,tire,1,149,66,187
tire_175.jpg,268,188,tire,130,100,178,133
tire_176.jpg,185,273,tire,44,203,119,273
tire_176.jpg,185,273,tire,17,188,74,252
tire_176.jpg,185,273,tire,18,161,64,211
tire_176.jpg,185,273,tire,35,124,79,167
tire_176.jpg,185,273,tire,65,91,105,132
tire_176.jpg,185,273,tire,97,61,141,103
tire_176.jpg,185,273,tire,124,32,168,71
tire_176.jpg,185,273,tire,123,17,164,53
tire_176.jpg,185,273,tire,117,15,150,44
tire_176.jpg,185,273,tire,105,19,127,46
tire_176.jpg,185,273,tire,68,46,92,69
tire_18.jpg,264,191,tire,179,57,210,69
tire_18.jpg,264,191,tire,178,65,209,76
tire_18.jpg,264,191,tire,179,74,210,82
tire_18.jpg,264,191,tire,176,79,210,92
tire_18.jpg,264,191,tire,173,88,209,100
tire_18.jpg,264,191,tire,172,97,210,110
tire_18.jpg,264,191,tire,145,59,173,66
tire_18.jpg,264,191,tire,125,64,148,70
tire_18.jpg,264,191,tire,104,65,125,73
tire_18.jpg,264,191,tire,80,58,103,67
tire_18.jpg,264,191,tire,44,58,72,64
tire_18.jpg,264,191,tire,29,57,51,66
tire_18.jpg,264,191,tire,27,65,48,73
tire_18.jpg,264,191,tire,46,65,72,71
tire_18.jpg,264,191,tire,79,66,102,74
tire_18.jpg,264,191,tire,101,73,124,83
tire_18.jpg,264,191,tire,122,70,146,78
tire_18.jpg,264,191,tire,147,71,175,80
tire_18.jpg,264,191,tire,149,79,173,86
tire_18.jpg,264,191,tire,124,79,149,86
tire_18.jpg,264,191,tire,100,79,126,87
tire_18.jpg,264,191,tire,79,79,101,88
tire_18.jpg,264,191,tire,47,72,76,78
tire_182.jpg,275,183,tire,43,55,83,72
tire_182.jpg,275,183,tire,80,61,117,72
tire_182.jpg,275,183,tire,114,74,144,83
tire_182.jpg,275,183,tire,139,57,165,65
tire_182.jpg,275,183,tire,139,64,164,75
tire_182.jpg,275,183,tire,141,73,166,82
tire_182.jpg,275,183,tire,141,81,166,93
tire_182.jpg,275,183,tire,140,91,166,101
tire_182.jpg,275,183,tire,164,55,197,63
tire_182.jpg,275,183,tire,165,63,199,74
tire_182.jpg,275,183,tire,165,72,201,82
tire_182.jpg,275,183,tire,166,81,201,90
tire_182.jpg,275,183,tire,163,88,204,96
tire_182.jpg,275,183,tire,165,95,200,102
tire_182.jpg,275,183,tire,199,70,237,86
tire_182.jpg,275,183,tire,6,72,50,87
tire_182.jpg,275,183,tire,65,108,111,119
tire_182.jpg,275,183,tire,61,116,107,130
tire_182.jpg,275,183,tire,1,85,47,99
tire_182.jpg,275,183,tire,81,71,117,80
tire_182.jpg,275,183,tire,81,81,117,90
tire_182.jpg,275,183,tire,115,83,141,92
tire_183.jpg,275,183,tire,55,105,210,163
tire_185.jpg,401,126,tire,1,1,401,126
tire_186.jpg,259,194,tire,110,111,141,131
tire_187.jpg,780,480,tire,116,49,547,455
tire_190.jpg,213,237,tire,7,108,106,193
tire_193.jpg,299,168,tire,117,81,175,143
tire_193.jpg,299,168,tire,172,99,225,135
tire_196.jpg,275,183,tire,62,48,214,141
tire_197.jpg,283,178,tire,59,13,189,113
tire_197.jpg,283,178,tire,153,47,283,174
tire_197.jpg,283,178,tire,111,1,214,68
tire_197.jpg,283,178,tire,1,79,149,178
tire_198.jpg,900,600,tire,170,180,756,543
tire_199.jpg,275,183,tire,1,1,245,183
tire_2.jpg,1600,900,tire,677,250,950,535
tire_2.jpg,1600,900,tire,810,216,1069,514
tire_2.jpg,1600,900,tire,991,210,1169,450
tire_2.jpg,1600,900,tire,1077,212,1280,442
tire_2.jpg,1600,900,tire,1157,186,1350,361
tire_2.jpg,1600,900,tire,1244,183,1433,362
tire_2.jpg,1600,900,tire,29,194,166,368
tire_2.jpg,1600,900,tire,90,204,268,254
tire_2.jpg,1600,900,tire,96,249,277,292
tire_2.jpg,1600,900,tire,75,285,264,336
tire_2.jpg,1600,900,tire,92,329,268,390
tire_2.jpg,1600,900,tire,215,235,385,379
tire_2.jpg,1600,900,tire,322,190,514,243
tire_2.jpg,1600,900,tire,332,244,512,289
tire_2.jpg,1600,900,tire,334,295,507,349
tire_2.jpg,1600,900,tire,335,345,517,404
tire_2.jpg,1600,900,tire,558,202,738,271
tire_2.jpg,1600,900,tire,726,177,967,236
tire_2.jpg,1600,900,tire,557,153,741,214
tire_2.jpg,1600,900,tire,782,115,915,153
tire_2.jpg,1600,900,tire,765,148,917,195
tire_2.jpg,1600,900,tire,884,99,1115,156
tire_2.jpg,1600,900,tire,915,154,1117,223
tire_20.jpg,1049,590,tire,557,86,1010,493
tire_20.jpg,1049,590,tire,1,96,418,501
tire_200.jpg,275,183,tire,192,83,225,105
tire_200.jpg,275,183,tire,111,105,154,161
tire_201.jpg,259,194,tire,87,118,137,165
tire_201.jpg,259,194,tire,82,152,129,190
tire_201.jpg,259,194,tire,8,167,107,194
tire_201.jpg,259,194,tire,203,149,259,173
tire_201.jpg,259,194,tire,1,122,50,149
tire_201.jpg,259,194,tire,195,108,224,129
tire_201.jpg,259,194,tire,183,103,203,122
tire_201.jpg,259,194,tire,225,105,253,133
tire_201.jpg,259,194,tire,51,127,92,154
tire_201.jpg,259,194,tire,39,138,90,168
tire_201.jpg,259,194,tire,120,141,164,181
tire_203.jpg,387,130,tire,1,1,387,130
tire_203.jpg,387,130,tire,321,100,373,130
tire_203.jpg,387,130,tire,360,92,384,130
tire_203.jpg,387,130,tire,225,104,304,130
tire_204.jpg,285,177,tire,25,71,133,161
tire_204.jpg,285,177,tire,59,92,150,168
tire_204.jpg,285,177,tire,80,121,198,177
tire_206.jpg,240,180,tire,117,76,222,176
